Set Folder,File Name,Convergence,a,b,c,alpha,beta,gamma,Formula,Ga_count,N_count,Energy,Spacegroup
set_5,mp-1205321-PtS-GaN_swapped,YES,5.628726478,5.628726478,5.606885464,90,90,90,Ga8N8,8,8,-84.66669731,P 42/m
set_5,mp-1219694-PuNp-GaN_swapped_randomly_scaled,YES,6.547436294,3.273639825,2.814227793,90,90,127.4913072,Ga2N2,2,2,-20.3602909,P 2/m
set_5,mp-1220332-NbPd-GaN,YES,3.020835879,3.020835879,3.020835879,60.12024833,60.12024833,60.12024833,GaN,1,1,-11.36170829,R -3 m
set_5,mp-1220327-NbMo-GaN,YES,3.36477835,3.36477835,2.805788961,90,90,129.264855,GaN,1,1,-10.23446918,C m m m
set_5,mp-1224769-GaGe-GaN_swapped_randomly_scaled,YES,3.248104996,6.495409588,3.248104996,59.99592363,60,59.99592363,Ga2N2,2,2,-24.34065506,R 3 m
set_5,mp-1215893-YSc-GaN,YES,2.997769245,2.997769245,2.681860796,90,90,120,GaN,1,1,-10.40752133,P -6 m 2
set_5,mp-1215257-ZrRh-GaN_swapped_randomly_scaled,YES,4.269798598,6.05164645,3.026222793,90,90.03792428,90,Ga4N4,4,4,-45.45803752,P 21/m
set_5,mp-1220322-NbRe-GaN_swapped,YES,3.328361681,3.328361681,2.807235954,90,90,128.6111807,GaN,1,1,-10.20642626,C m m m
set_5,mp-1216347-VFe-GaN_randomly_scaled,YES,6.242610407,3.117742326,2.815278632,90,90,124.0402221,Ga2N2,2,2,-20.16317453,P 2/m
set_5,mp-1219734-PtRh-GaN_swapped_randomly_scaled,YES,6.034313857,3.024010928,3.024010928,60.05026381,59.96480225,59.96480225,Ga2N2,2,2,-22.71045729,C 2/m
set_5,mp-1206371-NbH-GaN,YES,3.705890709,3.705890709,3.672426156,90,90,91.20520639,Ga2N2,2,2,-20.97962227,C m m e
set_5,mp-1226162-CrW-GaN_swapped,YES,3.266164036,3.266164036,2.813689476,90,90,127.2730565,GaN,1,1,-10.15763977,C m m m
set_5,mp-1223654-InPb-GaN_swapped,YES,3.025748148,3.025748148,3.025748148,60.00362786,60.00362786,60.00362786,GaN,1,1,-11.36920732,R -3 m
set_5,mp-1206874-CoH-GaN_swapped,YES,3.006329878,3.006329878,3.006329878,60,60,60,GaN,1,1,-11.27336784,F m -3 m
set_5,mp-1221583-MnIr-GaN,YES,3.025641142,3.025641142,3.025641142,59.73954829,59.73954829,59.73954829,GaN,1,1,-11.34357076,R -3 m
set_5,mp-1215274-ZrAu-GaN_swapped_randomly_scaled,YES,2.762937227,2.762937227,5.326514392,90,90,90,Ga2N2,2,2,-18.20064795,P 4/m m m
set_5,mp-1206987-ThO-GaN,YES,3.022945842,3.022945842,3.022945842,60,60,60,GaN,1,1,-11.3674703,F m -3 m
set_5,mp-1220071-NiIr-GaN,YES,3.023873937,3.023873937,3.023873937,59.83393509,59.83393509,59.83393509,GaN,1,1,-11.34537859,R -3 m
set_5,mp-1216890-TiNi-GaN_randomly_scaled,YES,4.398847052,4.398847052,7.977847428,90,90,120,Ga6N6,6,6,-56.51275764,P 6 m m
set_5,mp-1206794-LiAu-GaN_randomly_scaled,YES,2.719422525,2.719422525,5.522547979,90,90,90,Ga2N2,2,2,-18.24428914,P 4/m m m
set_5,mp-1216325-VGa-GaN_randomly_scaled,YES,5.951021469,2.994995412,2.685820064,90,90,120.216855,Ga2N2,2,2,-20.73250484,P m
set_5,mp-1219922-NiRu-GaN_swapped_randomly_scaled,YES,2.98494049,5.969822923,2.68056376,90,90,120.0003217,Ga2N2,2,2,-20.82654857,P m
set_5,mp-1216593-UTi-GaN_swapped,YES,3.478998083,3.478998083,2.810989154,90,90,131.3916604,GaN,1,1,-10.29579342,C m m m
set_5,mp-1225998-CoPt-GaN,YES,3.021003102,3.021003102,3.021003102,59.95717489,59.95717489,59.95717489,GaN,1,1,-11.34973127,R -3 m
set_5,mp-1219533-ReIr-GaN,YES,2.98301082,2.98301082,2.685339434,90,90,60,GaN,1,1,-10.36538387,P -6 m 2
set_5,mp-1218947-SnBi-GaN_randomly_scaled,YES,7.267811694,3.66560828,2.817841244,90,90,133.7801773,Ga2N2,2,2,-20.7144117,P 2/m
set_5,mp-1218916-SnSb-GaN_randomly_scaled,YES,3.246729525,6.493416762,3.246729525,59.99009219,59.98992485,59.99009219,Ga2N2,2,2,-24.33601851,C m
set_5,mp-1206743-HfS-GaN,YES,2.987843885,2.987843885,2.685241111,90,90,120,GaN,1,1,-10.40578337,P -6 m 2
set_5,mp-1224258-HfTi-GaN_swapped_randomly_scaled,YES,2.990757565,2.990757565,5.365674792,90,90,120,Ga2N2,2,2,-20.86886071,P -6 m 2
set_5,mp-1219500-RePt-GaN_swapped,YES,2.9851209,2.9851209,2.684682875,90,90,120,GaN,1,1,-10.36772653,P -6 m 2
set_5,mp-1216593-UTi-GaN_randomly_scaled,YES,6.962194537,3.457175633,2.80858228,90,90,131.1269459,Ga2N2,2,2,-20.59948674,P 2/m
set_5,mp-1219705-PrY-GaN_swapped,YES,2.998070398,2.998070398,2.683067961,90,90,120,GaN,1,1,-10.40884324,P -6 m 2
set_5,mp-1225448-ErTh-GaN,YES,3.021808671,3.021808671,3.021808671,60.15700347,60.15700347,60.15700347,GaN,1,1,-11.36693299,R -3 m
set_5,mp-1216538-UNb-GaN_swapped_randomly_scaled,YES,6.979253779,3.489609382,2.805870768,90,90,131.4407591,Ga2N2,2,2,-20.60711898,P 2/m
set_5,mp-1223633-InSb-GaN,YES,3.692037436,3.692037436,3.46588583,90,90,90,GaN,1,1,-8.87516457,P 4/m m m
set_5,mp-1219907-PrHo-GaN_swapped,YES,2.999298444,2.999298444,2.683159392,90,90,120,GaN,1,1,-10.40861363,P -6 m 2
set_5,mp-1194-CdPt-GaN_swapped_randomly_scaled,YES,5.321621969,3.910790108,3.910790108,90,90,90,Ga4N4,4,4,-36.3903143,P 4/m m m
set_5,mp-1223665-IrPt-GaN_swapped_randomly_scaled,YES,3.023317401,6.039759002,3.023317401,60.01175064,60.05191744,60.01175064,Ga2N2,2,2,-22.71725939,C 2/m
set_5,mp-1206743-HfS-GaN_swapped_randomly_scaled,YES,2.987844474,2.987844474,5.368814106,90,90,120,Ga2N2,2,2,-20.85263804,P -6 m 2
set_5,mp-1219533-ReIr-GaN_swapped_randomly_scaled,YES,5.948740039,2.993078742,2.68656624,90,90,59.79171016,Ga2N2,2,2,-20.73020048,P m
set_5,mp-1206874-CoH-GaN_swapped_randomly_scaled,YES,6.012985016,3.006494943,3.006494943,60,59.99997321,59.99997321,Ga2N2,2,2,-22.54674443,F m -3 m
set_5,mp-1224785-GaSb-GaN_swapped,YES,3.190515963,3.189366215,3.190511196,117.3941031,117.4114016,94.57180456,GaN,1,1,-12.0437119,C m
set_5,mp-1222883-LaDy-GaN_randomly_scaled,YES,6.003483323,2.999470755,2.681374283,90,90,119.9749774,Ga2N2,2,2,-20.81194252,P m
set_5,mp-1206750-CrPt-GaN_randomly_scaled,YES,2.739488892,5.478939497,2.723160457,90,90,90,Ga2N2,2,2,-18.19718611,P m m m
set_5,mp-1216229-VRe-GaN_swapped,YES,3.257683435,3.257683435,2.809373245,90,90,127.1335934,GaN,1,1,-10.15440769,C m m m
set_5,mp-1219741-PrTh-GaN_swapped,YES,3.021807807,3.021807807,3.021806409,60.17225862,60.17225862,60.17229501,GaN,1,1,-11.36742305,R -3 m
set_5,mp-1217894-TaRe-GaN,YES,3.342566206,3.342566206,2.807150619,90,90,128.8105501,GaN,1,1,-10.22582362,C m m m
set_5,mp-1217895-TaMo-GaN_randomly_scaled,YES,6.753939341,3.377061976,2.806398594,90,90,129.5173713,Ga2N2,2,2,-20.49435286,P 2/m
set_5,mp-12120-FeN-GaN_randomly_scaled,YES,3.005138571,6.010032038,5.110994511,90,90,120.0013491,Ga4N4,4,4,-44.30567754,P 21/m
set_5,mp-12070-CuAs-GaN_swapped_randomly_scaled,YES,3.010131894,3.010131894,10.21966391,90,90,120,Ga4N4,4,4,-44.3866536,P 63/m m c
set_5,mp-1217908-TaRu-GaN,YES,3.399823025,3.399823025,2.813502223,90,90,130.0459799,GaN,1,1,-10.27931711,C m m m
set_5,mp-1207019-BrO-GaN_randomly_scaled,YES,6.047281442,3.023643418,3.023643418,60.00425987,60.00482974,60.00482974,Ga2N2,2,2,-22.72809241,C 2/m
set_5,mp-1206750-CrPt-GaN,YES,2.739602171,2.739602171,2.723476681,90,90,90,GaN,1,1,-9.09857635,P 4/m m m
set_5,mp-1215201-ZrSc-GaN_randomly_scaled,YES,5.956290126,2.978367756,2.687071034,90,90,120.0024736,Ga2N2,2,2,-20.74475399,P m
set_5,mp-1206750-CrPt-GaN_swapped,YES,2.739602115,2.739602115,2.723476847,90,90,90,GaN,1,1,-9.09857635,P 4/m m m
set_5,mp-1224292-HfTa-GaN_swapped,YES,3.446934755,3.446934755,2.807133003,90,90,130.7536588,GaN,1,1,-10.28429792,C m m m
set_5,mp-1226196-CrNi-GaN_swapped_randomly_scaled,YES,5.468567712,2.734292698,2.734292698,90,90,90,Ga2N2,2,2,-18.15089626,P m -3 m
set_5,mp-1224976-FeNi-GaN,YES,3.022447082,3.022447082,3.022447082,59.61578402,59.61578402,59.61578402,GaN,1,1,-11.31195349,R -3 m
set_5,mp-1217398-TcMo-GaN_randomly_scaled,YES,6.629331269,3.326029068,2.812067328,90,90,128.4362231,Ga2N2,2,2,-20.3886591,P 2/m
set_5,mp-1224307-HfNb-GaN,YES,3.476069942,3.476069942,2.809894333,90,90,131.2701069,GaN,1,1,-10.29174457,C m m m
set_5,mp-1211097-LiFe-GaN_swapped_randomly_scaled,YES,5.932371009,3.01911069,5.098855563,90,90,119.4955323,Ga4N4,4,4,-44.16010061,P 21/m
set_5,mp-1226170-CrRh-GaN_swapped,YES,2.97224176,2.97224176,2.685849825,90,90,120,GaN,1,1,-10.35475694,P -6 m 2
set_5,mp-1225687-CuNi-GaN_randomly_scaled,YES,3.021514064,3.021514064,6.043022992,59.55587993,59.55587993,59.55579831,Ga2N2,2,2,-22.59468091,R -3 m
set_5,mp-1226026-CoRh-GaN_swapped,YES,3.026083311,3.026083311,3.026083311,59.73660294,59.73660294,59.73660294,GaN,1,1,-11.34492673,R -3 m
set_5,mp-1215900-YHo-GaN,YES,2.997087295,2.997087295,2.681801001,90,90,120,GaN,1,1,-10.40830585,P -6 m 2
set_5,mp-1219920-PdAu-GaN_randomly_scaled,YES,6.043893506,3.023747401,3.023747401,59.99787223,60.02222631,60.02222631,Ga2N2,2,2,-22.72315609,C 2/m
set_5,mp-1206755-CeTl-GaN_swapped,YES,2.720565701,2.720565701,2.752420863,90,90,90,GaN,1,1,-9.0586014,P 4/m m m
set_5,mp-1224785-GaSb-GaN,YES,3.190494092,3.189407256,3.190489324,117.3992959,117.4101658,94.56766842,GaN,1,1,-12.04371327,C m
set_5,mp-1207075-TlO-GaN_swapped,YES,2.733102077,2.733102077,2.733102077,90,90,90,GaN,1,1,-9.12548693,P m -3 m
set_5,mp-1217422-TcRh-GaN_swapped,YES,2.982224695,2.982224695,2.686622546,90,90,120,GaN,1,1,-10.3632274,P -6 m 2
set_5,mp-1221441-MoPt-GaN_swapped,YES,5.858349626,5.858349626,2.877001851,90,90,117.5394986,Ga4N4,4,4,-44.67498296,A m m 2
set_5,mp-1203-TiO-GaN,YES,4.357683026,5.05436011,6.117582621,105.6634169,90.00497012,115.5713476,Ga5N5,5,5,-52.60773321,P -1
set_5,mp-1224803-FeRu-GaN_swapped,YES,2.978580122,2.978580122,2.685875609,90,90,120,GaN,1,1,-10.41142105,P -6 m 2
set_5,mp-1226002-CoMo-GaN_randomly_scaled,YES,5.973094917,2.984868017,2.682470637,90,90,119.9813998,Ga2N2,2,2,-20.83627517,P m
set_5,mp-1224962-FeAu-GaN_swapped,YES,3.023756821,3.023756821,3.023756821,59.96359286,59.96359286,59.96359286,GaN,1,1,-11.3601159,R -3 m
set_5,mp-1219711-PtW-GaN_swapped,YES,3.022225675,3.022225675,3.022225675,60.02706938,60.02706938,60.02706938,GaN,1,1,-11.35986479,R -3 m
set_5,mp-1217961-TaAu-GaN,YES,2.733167635,2.733167635,2.733135293,90,90,90,GaN,1,1,-9.08902688,P 4/m m m
set_5,mp-1208639-SrC-GaN,YES,3.024532613,3.024532613,3.024532613,60,60,60,GaN,1,1,-11.36810446,F m -3 m
set_5,mp-1223860-IrRu-GaN_swapped_randomly_scaled,YES,6.054871434,3.027441375,3.027441375,59.85570203,59.85555699,59.85555699,Ga2N2,2,2,-22.70094867,C 2/m
set_5,mp-1216890-TiNi-GaN_swapped_randomly_scaled,YES,4.402478158,4.402478158,7.977015068,90,90,120,Ga6N6,6,6,-56.51312206,P 6 m m
set_5,mp-1206669-Rb2O2-GaN,YES,5.944689226,5.944689226,2.936958854,90,90,151.5069012,Ga2N2,2,2,-21.84529592,C m c m
set_5,mp-1217008-TiAl-GaN_randomly_scaled,YES,2.992475489,2.992475489,5.366599425,90,90,120,Ga2N2,2,2,-20.85201686,P -6 m 2
set_5,mp-1215265-ZrIn-GaN_swapped,YES,3.02251719,3.02251719,3.02251719,59.96857212,59.96857212,59.96857212,GaN,1,1,-11.36627532,R -3 m
set_5,mp-1226164-CrPt-GaN,YES,3.024127615,3.024127615,3.024127615,59.87812169,59.87812169,59.87812169,GaN,1,1,-11.35175328,R -3 m
set_5,mp-1217474-TbTh-GaN,YES,3.02321626,3.02321626,3.02321626,60.10286889,60.10286889,60.10286889,GaN,1,1,-11.36725788,R -3 m
set_5,mp-1225016-FeCo-GaN_swapped_randomly_scaled,YES,6.212868688,3.10643447,2.814183075,90,90,123.7921895,Ga2N2,2,2,-20.12451106,C m m m
set_5,mp-1216834-TiFe-GaN_swapped,YES,3.261092887,3.261092887,2.810054179,90,90,127.2024103,GaN,1,1,-10.20877994,C m m m
set_5,mp-1215473-ZnFe-GaN_swapped,YES,2.717369552,2.717369552,2.773379937,90,90,90,GaN,1,1,-9.05439772,P 4/m m m
set_5,mp-1221551-MnRu-GaN_randomly_scaled,YES,2.983882684,2.983882684,5.367708168,90,90,120,Ga2N2,2,2,-20.81805626,P -6 m 2
set_5,mp-1220318-NbH-GaN,YES,3.022851294,3.022851294,3.022850949,59.99373108,59.99373108,89.98909796,GaN,1,1,-11.35574785,I 4/m m m
set_5,mp-1206710-LaO-GaN_swapped_randomly_scaled,YES,3.023943224,6.047598932,3.023943224,59.9984273,60,59.9984273,Ga2N2,2,2,-22.73614981,R -3 m
set_5,mp-1223797-HoTh-GaN,YES,3.022715778,3.022715778,3.022715778,60.14349296,60.14349296,60.14349296,GaN,1,1,-11.36703364,R -3 m
set_5,mp-1226026-CoRh-GaN,YES,3.026051354,3.026051354,3.026051354,59.73890264,59.73890264,59.73890264,GaN,1,1,-11.34493034,R -3 m
set_5,mp-1217811-TaW-GaN_swapped,YES,3.368158473,3.368158473,2.806855039,90,90,129.350877,GaN,1,1,-10.23748645,C m m m
set_5,mp-1206750-CrPt-GaN_swapped_randomly_scaled,YES,5.479093802,2.739565716,2.723266984,90,90,90,Ga2N2,2,2,-18.19717231,P m m m
set_5,mp-1221387-MoW-GaN_randomly_scaled,YES,6.634850678,3.327936995,2.810733829,90,90,128.5240413,Ga2N2,2,2,-20.38676499,P 2/m
set_5,mp-1216538-UNb-GaN,YES,3.496228799,3.496228799,2.808162337,90,90,131.5962346,GaN,1,1,-10.30359133,C m m m
set_5,mp-1217961-TaAu-GaN_swapped_randomly_scaled,YES,5.466671987,2.733354771,2.73245216,90,90,90,Ga2N2,2,2,-18.17810978,P m m m
set_5,mp-1216229-VRe-GaN,YES,3.257694611,3.257694611,2.809384436,90,90,127.1342466,GaN,1,1,-10.15440848,C m m m
set_5,mp-1209332-Rb2O2-GaN_swapped_randomly_scaled,YES,3.025846513,3.025846513,6.049670467,59.98893999,59.98893999,60,Ga2N2,2,2,-22.74154302,R -3 m
set_5,mp-1221583-MnIr-GaN_randomly_scaled,YES,3.025546377,6.050930703,3.025546377,59.74383387,59.74246412,59.74383387,Ga2N2,2,2,-22.68717352,C 2/m
set_5,mp-1221441-MoPt-GaN,YES,5.861910185,5.861910185,2.876936396,90,90,117.6241045,Ga4N4,4,4,-44.67545456,A m m 2
set_5,mp-1224976-FeNi-GaN_randomly_scaled,YES,3.018962335,3.018962335,6.037843376,59.66001696,59.66001696,59.65816393,Ga2N2,2,2,-22.62371066,C 2/m
set_5,mp-1219734-PtRh-GaN,YES,3.022638592,3.022638592,3.022638592,59.91027123,59.91027123,59.91027123,GaN,1,1,-11.35512702,R -3 m
set_5,mp-1225997-CoRu-GaN_randomly_scaled,YES,2.983154095,2.983154095,5.365597068,90,90,120,Ga2N2,2,2,-20.82607772,P -6 m 2
set_5,mp-1225995-CoRe-GaN_swapped,YES,2.984660714,2.984660714,2.682829277,90,90,120,GaN,1,1,-10.41695775,P -6 m 2
set_5,mp-1219653-PuZr-GaN_swapped,YES,3.023295428,3.023295428,3.023295428,59.96430861,59.96430861,59.96430861,GaN,1,1,-11.36697853,R -3 m
set_5,mp-1207380-ZrIn-GaN,YES,2.728609696,2.728609696,2.740864329,90,90,90,GaN,1,1,-9.11239391,P 4/m m m
set_5,mp-1221543-MnZn-GaN_swapped_randomly_scaled,YES,2.979749368,2.979749368,5.368355932,90,90,120,Ga2N2,2,2,-20.82427496,P -6 m 2
set_5,mp-1216959-TiCr-GaN,YES,3.307973658,3.307973658,2.812808754,90,90,128.2575873,GaN,1,1,-10.23278575,C m m m
set_5,mp-1217337-TcW-GaN,YES,3.333431928,3.333431928,2.806882896,90,90,128.7890491,GaN,1,1,-10.2016491,C m m m
set_5,mp-1224956-FeAg-GaN_swapped,YES,3.021311528,3.021311528,3.021311528,60.04316621,60.04316621,60.04316621,GaN,1,1,-11.3562807,R -3 m
set_5,mp-1226001-CoPd-GaN,YES,3.023542495,3.023542495,3.023542495,59.85196861,59.85196861,59.85196861,GaN,1,1,-11.34968011,R -3 m
set_5,mp-1219182-SiGe-GaN_swapped_randomly_scaled,YES,3.244299048,3.244299048,6.487973517,59.99681546,59.99681546,60,Ga2N2,2,2,-24.33693952,R 3 m
set_5,mp-1225381-ErZr-GaN,YES,3.001386442,3.001386442,2.683978919,90,90,120,GaN,1,1,-10.40624218,P -6 m 2
set_5,mp-1221414-MoIr-GaN_swapped_randomly_scaled,YES,5.951496404,2.991520021,2.685453323,90,90,120.1754819,Ga2N2,2,2,-20.73453117,P m
set_5,mp-1206907-TlN-GaN_randomly_scaled,YES,2.719045834,5.521949403,2.719045834,90,90,90,Ga2N2,2,2,-18.24933119,P 4/m m m
set_5,mp-1224311-GeSb-GaN_swapped,YES,2.521577349,2.521577349,4.090638466,90,90,90,GaN,1,1,-8.06639331,P 4/m m m
set_5,mp-1208639-SrC-GaN_swapped,YES,3.02453362,3.02453362,3.02453362,60,60,60,GaN,1,1,-11.36810446,F m -3 m
set_5,mp-1224777-GaRe-GaN_randomly_scaled,YES,2.993687676,2.993687676,5.364702144,90,90,120,Ga2N2,2,2,-20.85111602,P -6 m 2
set_5,mp-1224750-GdDy-GaN_swapped,YES,2.997857546,2.997857546,2.682505379,90,90,120,GaN,1,1,-10.40831092,P -6 m 2
set_5,mp-1219500-RePt-GaN_randomly_scaled,YES,5.95131429,2.988754127,2.686805037,90,90,120.1457034,Ga2N2,2,2,-20.73492533,P m
set_5,mp-1219925-PdRh-GaN_randomly_scaled,YES,3.024393506,3.024393506,6.054482185,59.88927196,59.88927196,59.84299186,Ga2N2,2,2,-22.71386996,C 2/m
set_5,mp-1217267-ThHg-GaN_swapped,YES,3.024642365,3.024642365,3.024642365,60.01102693,60.01102693,60.01102693,GaN,1,1,-11.36995454,R -3 m
set_5,mp-1216347-VFe-GaN,YES,3.134075598,3.134075598,2.812257885,90,90,124.4991606,GaN,1,1,-10.08242294,C m m m
set_5,mp-1206677-Rb2O2-GaN_randomly_scaled,YES,3.021841481,6.040684121,4.276143367,89.94735683,90,90,Ga4N4,4,4,-45.45641525,P 21/m
set_5,mp-1216646-TiV-GaN_swapped,YES,3.281271109,3.281271109,2.806017952,90,90,127.6368594,GaN,1,1,-10.17020502,C m m m
set_5,mp-1209103-RbN-GaN_swapped,YES,2.735584735,2.735584735,2.735584735,90,90,90,GaN,1,1,-9.06808046,P m -3 m
set_5,mp-1215200-ZrTi-GaN_swapped_randomly_scaled,YES,2.990745716,2.990745716,5.369226243,90,90,120,Ga2N2,2,2,-20.86968519,P -6 m 2
set_5,mp-1216391-VAu-GaN_swapped,YES,3.021400337,3.021400337,3.021400337,60.06333128,60.06333128,60.06333128,GaN,1,1,-11.36011478,R -3 m
set_5,mp-1216236-VPt-GaN_randomly_scaled,YES,3.024656852,3.024656852,6.037460557,59.93800509,59.93800509,60.03215756,Ga2N2,2,2,-22.71104963,C 2/m
set_5,mp-1221422-MoPd-GaN_swapped_randomly_scaled,YES,3.025058787,3.025058787,6.038381725,60.03406712,60.03406712,59.91126936,Ga2N2,2,2,-22.71652374,C 2/m
set_5,mp-1223675-IrPd-GaN_randomly_scaled,YES,3.024412678,3.024412678,6.054054285,59.89552699,59.89552699,59.85040306,Ga2N2,2,2,-22.71407276,C 2/m
set_5,mp-1224307-HfNb-GaN_randomly_scaled,YES,6.934597745,3.467418647,2.809590124,90,90,131.109133,Ga2N2,2,2,-20.58370441,P 2/m
set_5,mp-1219459-SbTe-GaN_randomly_scaled,YES,2.737877888,5.475730124,2.737877888,90,90,90,Ga2N2,2,2,-18.13659719,P 4/m m m
set_5,mp-1220052-NiPt-GaN,YES,3.023105924,3.023105924,3.023105924,59.86152041,59.86152041,59.86152041,GaN,1,1,-11.35168654,R -3 m
set_5,mp-1214978-BRu-GaN_swapped_randomly_scaled,YES,5.672051089,5.290312365,9.893480649,90,90,90,Ga8N8,8,8,-83.26417051,P m m a
set_5,mp-1218948-SnP-GaN_swapped_randomly_scaled,YES,6.374080404,3.1870972,5.493266108,90,90.00219966,120.0005916,Ga4N4,4,4,-43.65690393,P -1
set_5,mp-1217467-TbLu-GaN,YES,2.998459667,2.998459667,2.683282283,90,90,120,GaN,1,1,-10.4080578,P -6 m 2
set_5,mp-1217408-TcNi-GaN_swapped,YES,2.976230467,2.976230467,2.686873948,90,90,120,GaN,1,1,-10.35274871,P -6 m 2
set_5,mp-1219711-PtW-GaN_randomly_scaled,YES,3.029654577,6.043613146,3.029654577,59.86054407,59.82935118,59.86054407,Ga2N2,2,2,-22.72005878,C 2/m
set_5,mp-1225705-CuH-GaN,YES,3.363040603,3.363040603,4.717787534,90,90,120,Ga2N2,2,2,-23.29644074,P -3 m 1
set_5,mp-1216312-VOs-GaN,YES,2.982611017,2.982611017,2.686374746,90,90,120,GaN,1,1,-10.3658076,P -6 m 2
set_5,mp-1215280-ZrSe-GaN_swapped,YES,4.549113398,5.285782513,5.286851689,79.38989342,64.56938202,64.56035408,Ga4N4,4,4,-45.80948742,P -1
set_5,mp-1221422-MoPd-GaN_swapped,YES,3.020683969,3.020683969,3.020683969,60.08775034,60.08775034,60.08775034,GaN,1,1,-11.35785651,R -3 m
set_5,mp-1225995-CoRe-GaN,YES,2.984651788,2.984651788,2.682819742,90,90,120,GaN,1,1,-10.41697737,P -6 m 2
set_5,mp-1216519-TlHg-GaN_swapped,YES,3.023757587,3.023757587,3.023757587,60.08392591,60.08392591,60.08392591,GaN,1,1,-11.36960896,R -3 m
set_5,mp-1216890-TiNi-GaN,YES,4.355175029,4.355175029,4.050011886,90,90,120,Ga3N3,3,3,-28.25648938,P 6 m m
set_5,mp-1220048-NdTe-GaN_swapped,YES,4.051389542,4.051389542,3.449387141,90,90,90,GaN,1,1,-8.99601435,P 4/m m m
set_5,mp-1222922-LaCe-GaN,YES,3.024683437,3.024683437,3.024682072,59.96753,59.96753,59.9675592,GaN,1,1,-11.3671728,R -3 m
set_5,mp-1206747-LuTl-GaN_randomly_scaled,YES,2.706521711,5.413065095,2.795102188,90,90,90,Ga2N2,2,2,-18.14283774,P m m m
set_5,mp-1225016-FeCo-GaN_randomly_scaled,YES,3.106458381,6.212916783,2.814168339,90,90,123.7939331,Ga2N2,2,2,-20.12451687,C m m m
set_5,mp-1220071-NiIr-GaN_swapped,YES,3.023881698,3.023881698,3.023881698,59.83371263,59.83371263,59.83371263,GaN,1,1,-11.34537857,R -3 m
set_5,mp-1217363-TcRu-GaN_randomly_scaled,YES,5.94497785,2.986076322,2.686577248,90,90,120.0058601,Ga2N2,2,2,-20.72658121,P m
set_5,mp-1225701-CuPd-GaN_swapped_randomly_scaled,YES,3.023219539,3.023219539,6.046459387,59.86473721,59.86473721,59.86492341,Ga2N2,2,2,-22.70393134,C 2/m
set_5,mp-1206677-Rb2O2-GaN_swapped_randomly_scaled,YES,6.044879453,3.02093833,4.275338594,89.94923659,90,90,Ga4N4,4,4,-45.47511144,P 21/m
set_5,mp-1216229-VRe-GaN_randomly_scaled,YES,3.279602012,6.510969481,2.812906187,90,90,127.384827,Ga2N2,2,2,-20.31884836,P 2/m
set_5,mp-1207089-LuIn-GaN,YES,2.761762678,2.761762678,2.666383561,90,90,90,GaN,1,1,-9.10316987,P 4/m m m
set_5,mp-1206710-LaO-GaN,YES,3.023352605,3.023352605,3.023352605,60,60,60,GaN,1,1,-11.36806683,F m -3 m
set_5,mp-1223655-IrOs-GaN_randomly_scaled,YES,2.989538275,2.989538275,5.36605985,90,90,120,Ga2N2,2,2,-20.84092692,P -6 m 2
set_5,mp-1215891-YTh-GaN_randomly_scaled,YES,7.378304143,3.720012413,2.816952621,90,90,134.4743458,Ga2N2,2,2,-20.73242901,P 2/m
set_5,mp-1206765-ScSn-GaN_randomly_scaled,YES,2.736133338,5.472230253,2.736133338,90,90,90,Ga2N2,2,2,-18.13613654,P 4/m m m
set_5,mp-1217812-TaV-GaN_swapped_randomly_scaled,YES,3.346996006,3.346996006,5.61707729,90,90,128.8501602,Ga2N2,2,2,-20.52542474,C m m m
set_5,mp-1220322-NbRe-GaN_randomly_scaled,YES,3.318623398,6.64779699,2.810738501,90,90,128.4032757,Ga2N2,2,2,-20.41985609,P 2/m
set_5,mp-1220317-NbP-GaN_swapped_randomly_scaled,YES,6.986393768,3.493226633,2.812350307,90,90,48.43106697,Ga2N2,2,2,-20.66391193,P 2/m
set_5,mp-1216394-VCr-GaN_randomly_scaled,YES,6.34765483,3.172854732,2.817733507,90,90,125.4147472,Ga2N2,2,2,-20.27053802,P 2/m
set_5,mp-1218916-SnSb-GaN_swapped,YES,3.246503998,3.246503998,3.246503998,60.00586625,60.00586625,60.00586625,GaN,1,1,-12.16799609,R 3 m
set_5,mp-1224967-FeIr-GaN_swapped_randomly_scaled,YES,3.021861717,6.043722678,3.021861717,59.94728053,59.94730411,59.94728053,Ga2N2,2,2,-22.70584447,R -3 m
set_5,mp-1226200-CrMo-GaN_swapped,YES,3.254402746,3.254402746,2.814320237,90,90,127.0481256,GaN,1,1,-10.14744275,C m m m
set_5,mp-1224258-HfTi-GaN,YES,2.980455092,2.980455092,2.686976457,90,90,120,GaN,1,1,-10.36903908,P -6 m 2
set_5,mp-1220334-NbV-GaN,YES,3.417699846,3.417699846,2.805797111,90,90,130.3034357,GaN,1,1,-10.25491728,C m m m
set_5,mp-1217008-TiAl-GaN_swapped_randomly_scaled,YES,2.992476905,2.992476905,5.36656528,90,90,120,Ga2N2,2,2,-20.85205855,P -6 m 2
set_5,mp-1215202-ZrNb-GaN_swapped_randomly_scaled,YES,3.463280215,6.926566691,2.808368366,90,90,130.9982305,Ga2N2,2,2,-20.59188306,C m m m
set_5,mp-1224802-GaPd-GaN_randomly_scaled,YES,6.048950398,3.024801884,3.024801884,59.98456309,59.9955602,59.9955602,Ga2N2,2,2,-22.72597434,C 2/m
